k	a	set	resolving?
11	3	00000000000,00000000001,00000000002,00000000010,00000000011,00000000012,00000000020,00000000021,00000000022,00000000100,00000000101,00000001112	False
11	3	00000000000,00000000001,00000000002,00000000010,00000000011,00000000012,00000000020,00000000021,00000000022,00000000100,00000000101,00000001120	False
11	3	00000000000,00000000001,00000000002,00000000010,00000000011,00000000012,00000000020,00000000021,00000000022,00000000100,00000000101,00000001121	False
11	3	00000000000,00000000001,00000000002,00000000010,00000000011,00000000012,00000000020,00000000021,00000000022,00000000100,00000000101,00000001122	False
11	3	00000000000,00000000001,00000000002,00000000010,00000000011,00000000012,00000000020,00000000021,00000000022,00000000100,00000000101,00000001200	False
11	3	00000000000,00000000001,00000000002,00000000010,00000000011,00000000012,00000000020,00000000021,00000000022,00000000100,00000000101,00000001201	False
11	3	00000000000,00000000001,00000000002,00000000010,00000000011,00000000012,00000000020,00000000021,00000000022,00000000100,00000000101,00000001202	False
11	3	00000000000,00000000001,00000000002,00000000010,00000000011,00000000012,00000000020,00000000021,00000000022,00000000100,00000000101,00000001210	False
11	3	00000000000,00000000001,00000000002,00000000010,00000000011,00000000012,00000000020,00000000021,00000000022,00000000100,00000000101,00000001211	False
11	3	00000000000,00000000001,00000000002,00000000010,00000000011,00000000012,00000000020,00000000021,00000000022,00000000100,00000000101,00000001212	False
11	3	00000000000,00000000001,00000000002,00000000010,00000000011,00000000012,00000000020,00000000021,00000000022,00000000100,00000000101,00000001220	False
11	3	00000000000,00000000001,00000000002,00000000010,00000000011,00000000012,00000000020,00000000021,00000000022,00000000100,00000000101,00000001221	False
11	3	00000000000,00000000001,00000000002,00000000010,00000000011,00000000012,00000000020,00000000021,00000000022,00000000100,00000000101,00000001222	False
11	3	00000000000,00000000001,00000000002,00000000010,00000000011,00000000012,00000000020,00000000021,00000000022,00000000100,00000000101,00000002000	False
11	3	00000000000,00000000001,00000000002,00000000010,00000000011,00000000012,00000000020,00000000021,00000000022,00000000100,00000000101,00000002001	False
11	3	00000000000,00000000001,00000000002,00000000010,00000000011,00000000012,00000000020,00000000021,00000000022,00000000100,00000000101,00000002002	False
11	3	00000000000,00000000001,00000000002,00000000010,00000000011,00000000012,00000000020,00000000021,00000000022,00000000100,00000000101,00000002010	False
11	3	00000000000,00000000001,00000000002,00000000010,00000000011,00000000012,00000000020,00000000021,00000000022,00000000100,00000000101,00000002011	False
11	3	00000000000,00000000001,00000000002,00000000010,00000000011,00000000012,00000000020,00000000021,00000000022,00000000100,00000000101,00000002012	False
11	3	00000000000,00000000001,00000000002,00000000010,00000000011,00000000012,00000000020,00000000021,00000000022,00000000100,00000000101,00000002020	False
8	3	20010012,20002011,01000012,00120012,20010212,00000102,00001012,20002022,20010010	True
8	3	10011002,00020000,00001012,10012002,00001002,10012122,00121002,01221202,10011001	True
8	3	00001122,21001120,00101212,00001102,01220022,21011122,00002122,01220122,00001121	True
8	3	10220222,00021221,01201222,00111202,00021122,01221222,00112022,00021212,10220220	True
8	3	00100200,00102221,00100100,00010200,00100110,01001200,10200000,00120200,00100202	True
8	3	12221201,01011200,00001101,00101221,00002201,01000201,12221211,00002001,12221202	True
8	3	00000100,00110011,01102100,01121100,00000200,12000100,00000120,01120100,00000102	True
8	3	01220212,00012201,00110212,01221222,01221212,10110212,01220112,10100012,01220210	True
8	3	00001020,00001001,01210000,00100200,00000110,00100000,21122000,01200000,00001022	True
8	3	00122121,00022022,11102011,01222221,00120021,11102021,00111021,01222001,00122120	True
8	3	01100121,11212020,11200121,01100111,00021121,11210101,00021221,00100121,01100122	True
8	3	11021001,11002202,11000201,00110221,00000201,00110101,11002211,01000201,11021000	True
8	3	00121100,00001121,01221100,12111100,00121110,12122100,12111000,00000200,00121102	True
8	3	00120112,00011220,00120202,01200202,20000202,00000002,00120102,20002202,00120111	True
8	3	21100101,00000200,00000211,00001201,01002221,21110201,00001001,00120201,21100102	True
8	3	01012100,01012011,00111110,22201120,00011210,00020110,22201110,01011110,01012102	True
8	3	00111121,00120100,00110121,00120121,00000021,00120221,20012121,01110111,00111122	True
8	3	00012121,00110022,00110001,00010021,20210211,20210021,01221021,00100021,00012120	True
8	3	00001110,00011111,00121210,01101110,00011010,21200100,00011020,00012110,00001112	True
8	3	01220001,00121020,00020011,00000201,00022001,00121001,11010101,00000001,01220002	True
8	3	01020012,11220110,01020102,01020112,00020122,00102212,11210112,11221112,01020011	True
8	3	01010101,01002100,00122111,01012001,10102101,00122201,01002121,00001101,01010102	True
8	3	00100022,01022020,01002022,11111012,01002002,00002122,11112022,00100222,00100021	True
8	3	20120101,00111110,00021101,01201001,01221101,01222101,20120201,00021121,20120102	True
8	3	10010102,10000101,00112102,10000222,00020002,01110102,10000112,00021102,10010100	True
8	3	11112102,11112111,00101002,00101102,00022102,11110102,00112202,01112122,11112100	True
8	3	00010021,00121100,01102121,01100111,00110121,01100121,12210221,12210121,00010022	True
8	3	00101201,22111220,01021011,00101211,00102211,00021211,01021211,22120111,00101202	True
8	3	01012010,00121012,00120020,00001110,00111010,00111000,21011010,21011210,01012011	True
8	3	01101101,00122202,10112001,10112021,10112101,10102111,00002101,10100101,01101100	True
8	3	00121002,11200221,01211022,00001022,00101022,00002022,01211122,00101012,00121000	True
8	3	00120002,00121020,00020012,00020222,00120022,21020022,01100022,00012122,00120001	True
8	3	22012212,22012200,22012112,22020012,22011212,00002222,01022212,00122212,22012211	True
8	3	01102102,00110110,00010122,00010112,10220112,10210112,01102212,10221012,01102101	True
8	3	22011110,00001102,22011200,22011100,00011020,00110100,00111100,01122100,22011111	True
8	3	00011120,00011021,12110000,00012020,01001020,00111220,00111210,12121020,00011122	True
8	3	00000020,01020021,00101220,01020010,12000000,00110020,12002020,00110120,00000022	True
8	3	00020121,20101122,01010111,01012121,20101021,00000201,00100121,00000221,00020120	True
8	3	12211101,01211102,00111011,00002101,00111101,01221221,01220101,01221201,12211100	True
8	3	01122212,00101010,22112012,00020002,00122012,00020122,00022012,00020012,01122211	True
8	3	01101120,00011201,00100100,01121000,00012100,20201110,01121100,01101100,01101122	True
8	3	00012222,00121021,00120222,11001222,01121122,11001212,01121202,00021222,00012220	True
8	3	00110212,00010210,00110122,10012212,00010202,01020012,01021212,10000212,00110211	True
8	3	00102111,00011110,00112011,12112111,01122211,00112121,00112001,00110111,00102112	True
8	3	21210001,01012000,00101201,00110101,01012011,00110001,01010001,00020021,21210002	True
8	3	00100212,00110010,00110002,00020012,00020112,20202012,20200022,01001012,00100211	True
8	3	00110012,00110211,22211002,00001112,01121012,01111012,01112022,01112012,00110010	True
8	3	00102200,00020102,20111110,20120100,00102120,20110000,01120100,20111100,00102201	True
8	3	12011201,00110210,00000211,00000221,00000111,01212211,01210011,12020211,12011202	True
8	3	00111001,01120110,00112211,21102211,00122211,00022211,00022221,01120211,00111002	True
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00000022	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00000100	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00000101	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00000102	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00000110	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00000111	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00000112	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00000120	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00000121	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00000122	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00000200	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00000201	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00000202	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00000210	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00000211	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00000212	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00000220	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00000221	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00000222	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001000	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001001	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001002	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001010	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001011	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001012	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001020	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001021	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001022	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001100	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001101	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001102	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001110	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001111	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001112	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001120	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001121	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001122	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001200	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001201	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001202	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001210	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001211	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001212	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001220	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001221	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00001222	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00002000	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00002001	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00002002	False
8	3	00000000,00000001,00000002,00000010,00000011,00000012,00000020,00000021,00002010	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000001010	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000001011	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000001100	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000001101	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000001110	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000001111	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000010000	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000010001	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000010010	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000010011	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000010100	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000010101	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000010110	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000010111	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000011000	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000011001	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000011010	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000011011	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000011100	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000011101	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000011110	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000011111	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000100000	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000100001	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000100010	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000100011	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000100100	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000100101	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000100110	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000100111	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000101000	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000101001	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000101010	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000101011	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000101100	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000101101	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000101110	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000101111	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000110000	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000110001	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000110010	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000110011	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000110100	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000110101	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000110110	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000110111	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000111000	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000111001	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000111010	False
14	2	00000000000000,00000000000001,00000000000010,00000000000011,00000000000100,00000000000101,00000000000110,00000000000111,00000000001000,00000000001001,00000000111011	False
7	5	1300301,0003104,1300000,0000201,0110131,0134101,0132401,0000101,4040101,0201141,0201101,0110111,0020121,2300101,1300303,0003102	True
7	5	2341133,0002111,0141400,0141213,0141443,0241113,3023113,0111013,0144113,2341113,3031123,3020113,1341113,3020313,2341134,0002112	True
7	5	2321403,0210231,4302230,0133313,1031243,0231233,0031233,0210033,1031223,2321433,4301233,2321133,0214233,2341233,2321402,0210234	True
7	5	0021400,3014442,1324411,1344400,4304400,0124400,0023300,0224200,0224230,4332400,0124100,0023000,1324420,4300400,0021403,3014444	True
7	5	0240240,0141213,2334102,0041200,1221200,0240220,1223000,1221230,2334400,2332200,4341200,2301300,1223200,4311200,0240244,0141211	True
7	5	0110021,0002020,3442104,0123021,0202021,1032021,1002021,0111021,0122321,0002221,1002031,0122441,2404021,0122411,0110022,0002023	True
7	5	0114141,1213144,4423103,0240041,4403441,4423121,2431141,2433341,0240241,2433141,0213141,2433311,0242131,0013141,0114140,1213142	True
7	5	1312230,2342232,0132233,0132220,1332230,0032030,3100240,0232230,3121230,0032330,3124230,0232100,2343430,0232110,1312231,2342234	True
7	5	0002243,4203444,0003041,2343243,0003243,1321243,4203143,0203313,0113243,0203323,0133233,2304243,0002203,1320243,0002240,4203442	True
7	5	2430002,2401200,1142441,0020222,0020202,1120202,0110202,0114302,1142412,0220202,4420202,1143202,1142132,2430202,2430003,2401204	True
7	5	0202442,1342441,0002444,2122442,0102412,2114442,4301042,0102432,4301342,0232122,2113242,0230442,0232442,2122402,0202443,1342440	True
7	5	4201432,3311434,0231433,0210432,0011032,4221132,4224432,1343442,0011332,1343422,1342432,0111232,4201402,0111412,4201430,3311431	True
7	5	0014323,0014301,0234202,2334343,1332303,4440303,1331303,1331003,0204303,0024103,0134303,2334313,0234433,0203303,0014320,0014304	True
7	5	1320101,0110103,0212410,2410131,0040101,0000101,3310121,3333101,2410141,3333001,3310101,0211201,0212301,0044101,1320104,0110102	True
7	5	2400114,4303113,2400410,0204214,0143104,1302334,2401144,0143114,0203114,1302324,0023114,1313114,1302014,0033114,2400111,4303112	True
7	5	0010443,4140242,0014024,4120143,0014443,0002443,4140343,0014033,1340443,0010413,2343443,0140403,0230443,0001443,0010440,4140241	True
7	5	2022013,0001144,0231412,1413213,0001123,2001113,2000113,1413113,2022313,1414113,1441113,1441103,4401113,0101133,2022011,0001140	True
7	5	4333202,0100133,1132240,0244202,0034322,4331202,3334202,0100112,1134202,0114402,0100202,1132202,3324202,0034002,4333201,0100134	True
7	5	3420024,2040022,2011043,2010124,3430024,0143324,0142004,2040424,1440024,0044024,0142034,2010224,3430014,0200024,3420020,2040021	True
7	5	0231401,1312444,1341040,0131441,1310441,2331241,0233441,1310431,1341341,0021441,3301441,0231411,3334121,3334441,0231403,1312442	True
7	5	1331441,0100442,2220444,0202341,1310401,3343041,3343111,0202441,0200441,3300441,0100421,0000241,1310431,1334441,1331443,0100440	True
7	5	4130114,3343113,0220332,0214114,0000114,1330114,0220014,0130114,1332124,0130104,1332144,1330214,3330414,0211114,4130111,3343110	True
7	5	3432330,0103102,0041003,1304400,0022000,0041040,3432000,0103200,1302000,2302000,1312000,3432320,0202010,0100000,3432331,0103104	True
7	5	1341132,2321134,2321111,0202122,3201132,0001332,2301102,0111132,2324132,0111232,0133032,0133432,0200132,2301142,1341130,2321133	True
7	5	1100120,0044222,1142224,1100420,0114020,0244220,1101220,4323220,0134200,1142320,2344230,2344240,1144210,1144220,1100121,0044223	True
7	5	0111030,2241014,0012333,0011030,1313030,1301030,1313230,2230030,0012130,4311040,0221420,1314030,4311000,2241030,0111031,2241012	True
7	5	0201424,0011013,0243220,0011034,0244424,1131424,3422424,2410304,0243124,0011444,2410324,3421424,1111424,0111424,0201422,0011011	True
7	5	2033314,0033343,1323332,0113414,0033314,1323304,1340314,1324314,1342314,0113114,0203224,4333014,4333314,0231314,2033311,0033340	True
7	5	4402101,4401203,4410204,0230201,0133401,0133341,0220211,0220001,2430201,1040201,0133331,0030221,0220201,1044201,4402102,4401200	True
7	5	2042001,0111224,0012223,2002221,0213221,3312221,2042431,0114321,2040241,2040211,0114221,1322121,2042421,3332221,2042000,0111222	True
7	5	3320220,0220041,0113244,0001240,4430140,4432340,0114240,3320240,4432440,0040230,1320240,4420210,4430240,0040200,3320223,0220042	True
7	5	0134341,0213334,0021442,1344141,0210341,0004341,0021241,4314021,1344311,1344301,4314041,3212341,1314341,3214341,0134343,0213330	True
7	5	0122040,3304344,0034343,2340240,0244340,0011340,1144140,0144340,2340310,1144440,0124340,0124330,2343300,2340320,0122042,3304341	True
7	5	2441442,3402314,0111040,3402332,0111442,1200402,0003242,1204442,0003222,0201442,3401442,3402142,2431442,0021442,2441441,3402313	True
7	5	0230324,1330102,0020120,1333124,4340424,2330134,2330124,0230124,1314124,0000024,0131124,0132124,4340244,4340214,0230323,1330101	True
7	5	0231401,2430400,0231432,1301401,2430301,4441001,0221401,0133411,1312241,4441101,0134401,1311401,0133421,0031401,0231404,2430403	True
7	5	0242330,0011333,3112334,1313330,3112300,4322030,3110330,1314120,1314110,0202230,1314330,0112330,0202440,0132330,0242332,0011331	True
7	5	0122411,1322014,3330043,0022011,4311001,0222311,4313011,0222331,0202011,0122211,4342011,3330021,4342111,0024011,0122412,1322010	True
7	5	0230012,0102211,0030210,0100212,3333212,2310112,0130212,1024412,0230312,2340202,0230042,2310212,2340222,3331232,0230014,0102213	True
7	5	3333302,0030334,0200243,1330332,0121432,4030112,0200232,0110332,4030122,4030332,4040332,4044332,3332332,0121032,3333300,0030331	True
7	5	1221213,2320002,0120201,0123323,2320203,0123343,3300203,0110203,0110233,0232103,0020203,0240203,0123403,0234203,1221210,2320004	True
7	5	1330444,0133211,0133132,4332414,0033414,1330404,0133114,0034414,0123414,1331414,3403014,0243424,0213414,0033314,1330443,0133210	True
7	5	4412211,1133423,3433210,1103031,0133211,1133411,4414111,1100211,1103001,0223211,1133341,0033211,1103211,0241211,4412214,1133422	True
7	5	0003224,0000110,0000122,1214224,0204224,1234224,0102244,0204034,3404224,0102204,3444224,0104224,4421324,0000424,0003221,0000113	True
7	5	0000102,0121120,0201103,1041102,0131002,0131402,1042102,0003142,0121112,4414232,3401302,4414102,4401102,0003102,0000101,0121124	True
7	5	0013123,2113321,0012424,0101403,0012443,2143423,1313423,0133423,2113223,3324423,3324023,0101413,3320423,0213433,0013120,2113322	True
7	5	0110413,0120212,4344040,0120313,0231423,1212413,0233413,0010413,4300413,4344413,1210413,0231433,0110403,3310113,0110414,0120211	True
7	5	0104043,0042140,3342011,1042043,0232043,0101443,0012003,0230043,0042043,0122343,0122243,4343033,4343043,0012023,0104044,0042142	True
7	5	4412114,4422442,3444221,4412144,0240404,3444234,1343444,0142444,1342344,0102444,3441444,4412444,3444044,0032444,4412113,4422440	True
7	5	1314124,3412020,1342122,3412134,0011124,0222324,1313224,0012124,2400124,2432124,0112104,0011144,1313424,0112114,1314123,3412021	True
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000030	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000031	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000032	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000033	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000034	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000040	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000041	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000042	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000043	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000044	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000100	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000101	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000102	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000103	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000104	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000110	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000111	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000112	False
7	5	0000000,0000001,0000002,0000003,0000004,0000010,0000011,0000012,0000013,0000014,0000020,0000021,0000022,0000023,0000024,0000113	False
